#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520530308186917376,0.0957535505,-0.0827289761,0.012961468,-0.4024895432792502,-0.03218473940328299,10.104795014000887
1520530308191933184,0.08745219464321152,-0.08913533463166373,0.010764117133783205,-0.3644978814472876,-0.003017562585090179,10.114844832967856
1520530308196948992,0.08165813836150225,-0.09934025207275018,0.012049128760294747,-0.2837121003323861,-0.011561501370659224,10.123483377002158
1520530308201964800,0.07536691520228105,-0.10691716040899586,0.012003134245944019,-0.23262419395322662,-0.001755942298687238,10.116523794100294
1520530308206980608,0.07233985860063707,-0.11332676635131216,0.010607281311443378,-0.21582875659807157,0.021654116109184336,10.088696439051754
1520530308211996672,0.06730877742461144,-0.1168226853924236,0.009507765045334855,-0.22210188696066493,0.042530448445337286,10.012777617914939
1520530308217012480,0.0617865761228437,-0.11479397702541462,0.012237676339732929,-0.16351242544175212,0.0624706006974784,9.993984686042175
1520530308222028288,0.058527714045367246,-0.10897345756444497,0.01418264029565486,-0.13183091143389436,0.12415209837602445,9.97997798097494
1520530308227044096,0.057284473576741754,-0.09994803009401197,0.01587691419413554,-0.1653741747089409,0.1977635549023823,9.893349633642936
1520530308232059904,0.058058042827620136,-0.08831017425811112,0.02191409479939636,-0.13847819497285002,0.21054815898094661,9.845544931525444
1520530308237075712,0.05733192626287915,-0.07288653268626509,0.029609200609613008,-0.1382123862590884,0.20975105154587645,9.781740299741738
1520530308242091520,0.05685535088936463,-0.057171093685254006,0.03541089619320914,-0.1273529270001786,0.2184248034967726,9.752638608861862
1520530308247107328,0.055883545550356566,-0.03737702796136731,0.04341003053787201,-0.2307560965644634,0.20834652963683548,9.663043153307918
1520530308252123136,0.05917740382515326,-0.019329556553167326,0.04949308795031127,-0.3560940198873474,0.18389250907226745,9.582770052202454
1520530308257138944,0.062471947103850727,0.00019417234494889177,0.050450909624387925,-0.40090072028780993,0.09013235902475009,9.577169896809995
1520530308262154752,0.06425617496811159,0.01709051197611103,0.052469800731127905,-0.4491997043273108,0.05509186636775339,9.566990177500275
1520530308267170560,0.06427803139316735,0.0328213606852561,0.0520501915130286,-0.4159516573771918,-0.01910869697722074,9.609558234592964
1520530308272186624,0.06955302750272879,0.03458679403796054,0.05124232567109104,-0.26673661299467305,-0.07518406531878444,9.78245078529233
1520530308277202432,0.0687913210965396,0.02497727199305067,0.05198082445527141,-0.20218532535411912,-0.07785909341289454,9.89835975275699
1520530308282218240,0.06750776319151414,0.0060462719026051805,0.04994665707652009,-0.12531885325713837,-0.0977819335360909,9.924732462556769
1520530308287234048,0.06823766830068922,-0.010855722637560607,0.05008551896208765,-0.04928913107192283,-0.050784283599577984,10.0055302069579
1520530308292249856,0.06821069278117664,-0.030076727683662027,0.04831712064181913,0.03274616264058874,0.019356065778678405,10.058425264673591
1520530308297265664,0.0706967144430473,-0.04989803223277871,0.05032270452270026,0.013839064195768733,0.1188854191392534,10.080890939317797
1520530308302281728,0.07268916708980185,-0.06301121955850401,0.05022046272918785,0.023477079958737067,0.1878456518447026,10.085549680667423
1520530308307297536,0.07418541582367146,-0.07380280206235383,0.053378854889685336,0.04829848000644751,0.2296249267958412,10.005285624844646
1520530308312313344,0.07920435910042796,-0.07905811589149786,0.05522527921994294,0.046462090742477306,0.2667276029436844,10.031950360158644
1520530308317329152,0.08422479793042238,-0.08284918431038628,0.05735034281536086,0.07279064793037412,0.2910583336753419,10.023597125722649
1520530308322344960,0.08699419002459718,-0.08227700280373117,0.06005440708276059,0.009168039054205837,0.3290761693145734,9.975422660551699
1520530308327360768,0.09252756827001617,-0.07645191209887822,0.059821130459720505,-0.07192923452599875,0.3058805878216213,9.919183725377803
1520530308332376832,0.09405009547571178,-0.06800140080279006,0.05880148453435524,-0.13480443742669276,0.27447192161952066,9.855700454967847
1520530308337392640,0.09632347140522939,-0.05838181617466128,0.05778830977784644,-0.2523386388154497,0.22912609417667132,9.827502524237872
1520530308342408448,0.1036217845444566,-0.04380916985218837,0.054642156167694717,-0.38772065764238717,0.1418062816514389,9.798315001060566
1520530308347424256,0.10791422594977416,-0.028636577260866256,0.04879962890851519,-0.457831523825514,0.0596872716730369,9.81022419493956
1520530308352440064,0.10842995926358107,-0.01696060424256795,0.041316027002318956,-0.5330999261021696,0.018554613053180367,9.78047246934701
1520530308357455616,0.11044402528582026,-0.007602866479457918,0.031642807771012846,-0.46949244616045127,-0.05533535273681343,9.814485786337029
1520530308362471680,0.11169978224304045,-0.00466697468314879,0.02543865030581666,-0.40032133293612915,-0.08419397448628538,9.903235000923909
1520530308367487488,0.11043295408987071,-0.008129404215752447,0.0151380494380597,-0.38246638801016686,-0.07247996447046151,9.943878493973658
1520530308372503296,0.10966760028059319,-0.011313237762027663,0.006996637662897475,-0.38023082600084807,-0.05717144255298787,9.983450181020617
1520530308377519104,0.10940370527958941,-0.01566134428421328,-0.0006103269562182205,-0.2864194201802603,-0.05396432566892591,9.973431081197367
1520530308382534912,0.10411752163754456,-0.024092231196748894,-0.006348764815670897,-0.23061170163893424,0.010928794345488248,9.96952500198102
1520530308387550720,0.10158222617730708,-0.034570978567660345,-0.010755807452103836,-0.20436159292482117,0.01294775189446852,10.020524886618082
1520530308392566784,0.09980706074217406,-0.04271898364652312,-0.015953968240600788,-0.15270832134667128,0.020073670126343125,10.063190642287003
1520530308397582592,0.09502076587560246,-0.05320293426807358,-0.0176526577743619,-0.1498790754538733,0.06287230480659903,10.081909873470304
1520530308402598400,0.09123681134455638,-0.0634000900097372,-0.017995666205954473,-0.17929880685280397,0.05604256912930435,10.149628251916237
1520530308407614208,0.08418683820990777,-0.07446895080838642,-0.020769356794152326,-0.1543594325692724,0.07675614713013038,10.133289649441503
1520530308412630016,0.07814145468690278,-0.08087797177627763,-0.024864080247896363,-0.21741676381978864,0.03537105062738514,10.108424463300368
1520530308417645824,0.0695949593011593,-0.0855348165222217,-0.028129923392226922,-0.26739216679859584,-6.350313124782458e-05,10.155236419749837
1520530308422661888,0.06230069187323067,-0.08494448233834308,-0.03513973988975712,-0.32211387751374276,-0.04203113554200483,10.097778821143109
1520530308427677696,0.05475904860857224,-0.07909650673457425,-0.04643975220298103,-0.37293964035636307,-0.11648194052614672,10.04123059014703
1520530308432693504,0.04771897466232711,-0.0744036211310471,-0.0582937895395361,-0.32519556644790487,-0.118384846941577,10.055632159355829
1520530308437709312,0.03791690239339954,-0.07174342547423969,-0.07285690679178863,-0.300356959276862,-0.14349507965509561,10.08792828528581
1520530308442725120,0.02760094342073785,-0.07462660126755252,-0.08233986707215936,-0.26998862616841596,-0.14325103682773532,10.090068806081097
1520530308447740928,0.01753225623217511,-0.07838003647786386,-0.09614114059414869,-0.22765523835585152,-0.1416044262961902,10.074661529854344
1520530308452756992,0.005705506549351204,-0.08475646514926088,-0.10888483612040496,-0.18072253920941223,-0.12926012173008003,10.069628092810083
1520530308457772800,-0.0038581584882098566,-0.08648067834633369,-0.12186317499702513,-0.2215019692224781,-0.08652257953435531,10.081650276346162
1520530308462788608,-0.013170344674418825,-0.087615408711034,-0.13511293359379603,-0.2519934116730911,-0.0971767086193144,10.073860941207156
1520530308467804416,-0.02523084974485315,-0.08234639974648797,-0.15019507722699363,-0.22922603621894186,-0.07823287619415602,9.992395655313985
1520530308472819968,-0.035794729895502524,-0.07589736982161263,-0.16636033735978892,-0.21442951445774114,-0.09951302138912693,9.97239166788052
1520530308477835776,-0.04458765476531078,-0.06538378648773047,-0.1800621313470538,-0.2245549562238349,-0.06574870297682561,9.92023045591371
1520530308482851840,-0.055379872763734905,-0.0493363659089284,-0.1923700232256537,-0.2841135727066474,-0.06208673278688687,9.832498010573941
1520530308487867648,-0.06416017731690274,-0.029505538168438063,-0.20221716398313527,-0.2828986973452111,-0.06384460027374136,9.731298671701353
1520530308492883456,-0.07067702662093255,-0.006168356435462711,-0.21554753221890777,-0.30216240029043456,-0.08181967453520325,9.66973164054919
1520530308497899264,-0.07994447098221874,0.020373212852882742,-0.2288546798394933,-0.3259595475991576,-0.1367524713180886,9.552621125635596
1520530308502915072,-0.08569275271926897,0.055642963009373075,-0.24075163799517563,-0.33581867414961175,-0.14008601620167213,9.440972437142541
1520530308507930880,-0.09394917925620307,0.08744603589525621,-0.254828590362601,-0.32761107855744925,-0.12545615559437745,9.39758909611494
1520530308512946944,-0.09869710747840164,0.11982419051874585,-0.26621386162776933,-0.2825748949110883,-0.1503980423082554,9.420221588223317
1520530308517962752,-0.1054387420590555,0.15071371763329058,-0.27246478409806635,-0.22926922358764282,-0.14761881925533824,9.397734376118704
1520530308522978560,-0.11194115599361035,0.17754364402930967,-0.2763124053252353,-0.201658490407178,-0.10572557153882128,9.414826545188484
1520530308527994368,-0.11694235153585893,0.19999597191354215,-0.2793800305605713,-0.1806753781232782,-0.10329784244468694,9.420525731926137
1520530308533010176,-0.12469630780641544,0.22184569625546263,-0.28028522591668964,-0.17927520446986725,-0.06544971502563898,9.494736179846551
1520530308538025984,-0.13070506551195626,0.24078757569139528,-0.2782421424278821,-0.18721215380532766,-0.03340840590998895,9.561105577191793
1520530308543042048,-0.13897422136004373,0.2498210331621109,-0.2724856765983367,-0.17811086598743708,0.013208161451085526,9.626097407887098
1520530308548057856,-0.14273806118370255,0.25737787599588285,-0.26403873607450795,-0.15742747112741745,0.008416892574762476,9.670215898627884
1520530308553073664,-0.14874672869757163,0.2640543825722378,-0.2553215850864468,-0.22425128941701514,-0.011924128376077672,9.742923903446261
